system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,EVI,GNDVI,NBR,NDMI,NDVI,SAVI,aspect,elevation,precipitation,slope,.geo
99_0,2193.0,1841.5,730.0,914.3333,1237.9231,1368.4445,1607.6666,1697.4286,1797.75,1825.0,0.37308973,0.3257336,-0.012021707,-0.09904154,0.18441607,0.27657855,222.54503,1258.0,99.04697,22.658955,"{""type"":""MultiPoint"",""coordinates"":[]}"
100_0,3337.5,2771.25,728.8333,1099.6,1457.375,1777.0,2134.0,2319.0,2447.0,2513.25,0.43207517,0.37991315,-0.06213769,-0.1539459,0.25346565,0.3801498,317.81198,1432.0,88.99038,11.123999,"{""type"":""MultiPoint"",""coordinates"":[]}"
101_0,3833.0,3793.5,880.0,1284.5,2284.0,2584.5,2725.0,2838.0,2939.0,2982.5,0.16303265,0.39173672,-0.12692165,-0.13201417,0.12540686,0.18809228,117.25071,947.0,97.134186,6.0541625,"{""type"":""MultiPoint"",""coordinates"":[]}"
102_0,3369.0,2844.0,746.6667,1104.4,1397.3334,1808.0,2311.6667,2518.0,2612.0,2741.0,0.56265825,0.40566137,-0.042521995,-0.12656747,0.30295974,0.45438296,285.98935,1622.0,71.28793,3.3632133,"{""type"":""MultiPoint"",""coordinates"":[]}"
103_0,3753.5,3540.5,584.6667,966.5,1560.0,1892.6666,2131.0,2316.0,2457.0,2521.0,0.30169514,0.43537316,-0.18065861,-0.20875935,0.22330096,0.33490977,276.98346,1428.0,110.89408,7.583859,"{""type"":""MultiPoint"",""coordinates"":[]}"
104_0,3587.5,3301.0,1066.5,1542.0,2450.0,2681.0,2777.6667,2891.0,3012.0,2968.0,0.14463289,0.32279316,-0.045778554,-0.08720358,0.10289271,0.15432495,105.99532,664.0,76.96883,3.3619902,"{""type"":""MultiPoint"",""coordinates"":[]}"
105_0,2676.5,2392.0,707.0,984.5,1420.5,1659.0,1841.0,1939.0,2035.0,2090.0,0.29225722,0.34790528,-0.080641516,-0.13615622,0.17783244,0.26671007,-0.0,642.0,66.39443,26.648455,"{""type"":""MultiPoint"",""coordinates"":[]}"
106_0,4381.0,4057.0,1660.0,2210.0,2865.0,3173.0,3196.0,3283.0,3264.0,3315.0,0.12460962,0.19254659,-0.10831854,-0.14610857,0.06510034,0.09764255,-0.0,307.0,64.942795,0.92740995,"{""type"":""MultiPoint"",""coordinates"":[]}"
107_0,3857.0,3380.0,909.0,1377.6,1984.5,2248.0,2555.5,2689.0,2779.3333,2772.0,0.25249368,0.3372037,-0.097521394,-0.16238889,0.16684741,0.25024486,135.89491,1474.0,71.28793,15.137523,"{""type"":""MultiPoint"",""coordinates"":[]}"
108_0,3189.0,2826.0,737.0,1168.5,1659.0,1876.0,1996.5,2099.0,2123.5,2148.5,0.177263,0.2900972,-0.14193353,-0.20056471,0.12280238,0.18417922,85.52533,412.0,67.27837,11.721788,"{""type"":""MultiPoint"",""coordinates"":[]}"
109_0,4802.5,4226.0,1037.0,1783.0,2638.3333,3008.6667,3338.5,3546.3333,3528.0,3598.0,0.19204481,0.32856336,-0.09001806,-0.15299201,0.14427808,0.21639958,346.87527,1044.0,77.62497,4.750925,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_0,3379.5,2749.0,856.5,1288.5,1751.0,2086.5,2523.0,2690.5,2809.0,2880.0,0.3837644,0.37107992,0.010795251,-0.09218712,0.23201755,0.34798816,42.887573,930.0,55.007427,28.913626,"{""type"":""MultiPoint"",""coordinates"":[]}"
111_0,3748.5,3043.0,1262.8334,1710.0,2052.75,2503.5,3077.5,3320.0,3437.3333,3561.0,0.5508733,0.3355783,0.06085077,-0.043302808,0.25219715,0.37826124,320.44424,2600.0,139.63336,33.05872,"{""type"":""MultiPoint"",""coordinates"":[]}"
112_0,3536.3333,3138.75,981.5,1447.9166,2160.25,2508.5,2795.8333,2927.75,2969.0,3038.5,0.23591785,0.34437674,-0.027792558,-0.087210484,0.15767412,0.23648813,299.8235,1282.0,64.50286,24.498348,"{""type"":""MultiPoint"",""coordinates"":[]}"
113_0,4377.4,3899.75,1081.0,1564.3334,2252.25,2553.25,2768.0,2946.0,3000.25,3087.0,0.22242707,0.31457782,-0.13036232,-0.18666512,0.14240837,0.21359223,35.34445,1301.0,85.8681,24.53418,"{""type"":""MultiPoint"",""coordinates"":[]}"
